id_student,student_name,gender,region,highest_education,imd_band,age_band,disability,studied_credits,course,CGPA
609912,Ashley Richmond,F,London Region,A Level or Equivalent,30-40%,35-55,N,30,Law,3.71
609979,Ryan Miller,F,South East Region,Lower Than A Level,40-50%,0-35,N,30,Engineering,3.28
610012,Madison King,M,North Western Region,No Formal quals,30-40%,0-35,N,30,Computer Science,3.28
610016,Amanda Wilson,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,30,Computer Science,2.87
610057,Dennis Woods,F,London Region,A Level or Equivalent,80-90%,0-35,N,30,Medical,3.9
610347,Kayla Garrett,M,South Region,HE Qualification,80-90%,35-55,N,30,Computer Science,3.68
610380,Gary Duke,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,30,Law,3.89
610405,Jamie Snow,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,30,Law,3.62
610530,Misty Jones,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,30,Engineering,3.95
610557,Trevor Mills,F,South East Region,Lower Than A Level,60-70%,0-35,Y,30,Medical,3.62
610569,Rhonda Grant,F,East Anglian Region,Lower Than A Level,70-80%,35-55,N,30,Computer Science,3.86
610573,Joy Moore,F,East Midlands Region,Lower Than A Level,50-60%,0-35,N,30,Law,3.94
610597,Amanda Alvarez,M,South East Region,Lower Than A Level,30-40%,35-55,N,30,Law,3.09
610738,Andrew Mccullough,F,London Region,Lower Than A Level,10-20,35-55,N,30,Philosophy,3.91
610739,Evelyn Willis,F,South Region,Lower Than A Level,90-100%,35-55,N,30,Computer Science,2.1
610749,Kimberly Schultz,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N,30,Literature,3.09
611058,John Wagner,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,30,Law,2.02
611138,Derek Clayton,F,London Region,Lower Than A Level,50-60%,35-55,N,30,Theater,2.9
611177,Jamie Collier,F,South Region,Lower Than A Level,10-20,0-35,N,30,Computer Science,3.92
611215,Jessica Harrison,M,East Anglian Region,HE Qualification,70-80%,0-35,N,30,Law,2.8
611218,Christine Jackson,F,South Region,A Level or Equivalent,80-90%,35-55,N,30,Business,3.46
611241,Julie Jenkins,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,30,Business,3.95
611331,Beth Mckay,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,30,Business,2.69
611580,Marie Rodriguez,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,Medical,3.67
612986,Kiara Kidd,M,London Region,A Level or Equivalent,10-20,35-55,N,30,Fine Arts,2.46
1319732,Cynthia Clarke,F,South Region,Lower Than A Level,50-60%,35-55,N,30,Business,3.72
1341096,Joel Palmer,F,East Anglian Region,Lower Than A Level,80-90%,35-55,N,30,Engineering,3.34
1347253,Christopher Becker DVM,F,West Midlands Region,Lower Than A Level,0-10%,35-55,N,30,Computer Science,3.51
1470552,Tina Jones,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,30,Law,3.34
1498979,Robert Hernandez,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,30,Business,3.39
1516666,Larry Brown,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N,30,Engineering,2.07
1537673,Daniel Chan,F,London Region,Lower Than A Level,20-30%,35-55,N,30,Law,2.29
1615575,Michael Riggs,M,London Region,Lower Than A Level,90-100%,35-55,N,30,Computer Science,2.81
1674804,Michael Owens,M,South East Region,A Level or Equivalent,70-80%,35-55,N,30,Literature,2.26
1678445,Melissa Wright,F,South West Region,Lower Than A Level,80-90%,35-55,N,30,Law,3.03
1699264,Judith Johnson,F,South East Region,Lower Than A Level,50-60%,35-55,N,60,Law,3.54
1720448,Sharon Lopez,F,South East Region,A Level or Equivalent,70-80%,35-55,N,30,Law,3.22
1729833,Seth Rogers,F,South East Region,A Level or Equivalent,30-40%,35-55,N,30,Law,2.15
1756915,Justin Scott,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,30,Medical,4.0
1813731,Michael Johnson,M,East Anglian Region,Lower Than A Level,50-60%,35-55,N,60,Medical,3.57
1828078,Yolanda Hardy,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,Y,30,Law,2.99
1830666,Olivia Ballard,F,South Region,A Level or Equivalent,80-90%,35-55,Y,30,Engineering,3.7
1873505,Jeffrey Sawyer,F,North Region,Lower Than A Level,60-70%,35-55,N,60,Business,3.43
1930019,Angela Hayes,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,N,90,Medical,3.53
1932526,Benjamin Lucas,F,London Region,Lower Than A Level,80-90%,35-55,N,30,Law,3.23
1953764,Kari Garcia,F,North Region,A Level or Equivalent,40-50%,35-55,N,30,Engineering,2.28
1969985,Ryan Edwards,F,London Region,Lower Than A Level,10-20,35-55,Y,30,Computer Science,3.84
1986974,Amanda Jones,F,North Western Region,Lower Than A Level,80-90%,35-55,N,60,Business,3.99
1993905,Jessica Ross DVM,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,30,Law,3.39
2002057,Danielle Porter,M,South East Region,Lower Than A Level,0-10%,0-35,N,30,Business,3.1
2019921,Robert Ross,F,North Western Region,Lower Than A Level,60-70%,0-35,N,30,Engineering,3.19
2035700,Ashley Cannon,F,South West Region,Lower Than A Level,30-40%,35-55,N,45,Business,3.58
2048119,Victoria Cummings,F,South Region,A Level or Equivalent,40-50%,35-55,N,30,Graphic Design,2.06
2067146,Kristen Hahn,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,30,Medical,3.56
2152928,Michele Smith,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N,30,Computer Science,3.36
2174129,Diane Fisher,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,30,Medical,3.02
2180994,Jessica Davis,F,North Region,A Level or Equivalent,10-20,35-55,N,30,Medical,3.62
2181700,Cristina Park,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,30,Medical,3.72
2237783,Douglas James,M,South East Region,Lower Than A Level,70-80%,35-55,N,30,Engineering,2.44
2246073,Sherry Park,M,London Region,Lower Than A Level,80-90%,35-55,N,90,Music,3.87
2248072,Amber Olsen,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,30,Law,2.05
2248779,Laura Floyd,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,N,30,Engineering,3.81
2248789,Mr. Kyle Johnson,F,South Region,Lower Than A Level,90-100%,35-55,Y,30,Computer Science,2.23
2254271,Shannon Andrews,M,North Western Region,A Level or Equivalent,0-10%,35-55,Y,30,Medical,3.72
2271264,Robert Norris,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,N,30,Law,2.9
2280643,James Buck,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,30,Law,3.9
2285156,Angela Miller,F,North Western Region,Lower Than A Level,60-70%,35-55,N,30,History,3.31
2312783,Matthew Cummings,M,London Region,A Level or Equivalent,0-10%,35-55,N,30,Law,3.64
2343354,Jacob Reid,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,30,Music,3.82
2349926,Katelyn Francis,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,30,Medical,3.41
2365602,Kristin Mclaughlin,F,Yorkshire Region,HE Qualification,30-40%,35-55,N,30,History,2.45
2369187,Samantha Potter,F,South West Region,A Level or Equivalent,50-60%,0-35,N,30,Engineering,3.37
2379431,Jean Gonzales,F,London Region,HE Qualification,40-50%,0-35,N,30,Law,2.82
2386281,Amy Conner,F,South East Region,Lower Than A Level,90-100%,35-55,Y,30,Graphic Design,3.99
2387566,Angela Woods,F,North Western Region,Lower Than A Level,30-40%,0-35,N,30,Medical,3.25
2394352,Kenneth Smith,F,South Region,A Level or Equivalent,10-20,35-55,N,30,Graphic Design,3.98
2417702,Sabrina Duffy,F,South East Region,Lower Than A Level,50-60%,35-55,N,30,Fine Arts,2.07
2420364,Jason Swanson,M,West Midlands Region,HE Qualification,20-30%,0-35,N,30,Computer Science,3.33
2440133,Kendra Hubbard,F,London Region,A Level or Equivalent,60-70%,0-35,N,30,Business,3.18
2458203,Evan Rodriguez,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,30,Engineering,3.27
2462584,Pam Weaver,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N,30,Law,3.96
2464917,Joshua York,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,60,Business,2.62
2477040,Gregory Cochran,F,South Region,A Level or Equivalent,30-40%,0-35,N,90,Computer Science,3.91
2482885,Kara Franklin,F,South Region,A Level or Equivalent,40-50%,35-55,Y,30,Philosophy,2.34
2498139,Tara Erickson,F,East Midlands Region,Lower Than A Level,60-70%,0-35,Y,30,Business,2.88
2511859,Tyler Brooks,F,London Region,Lower Than A Level,30-40%,35-55,Y,60,Law,3.83
2516931,Diane Cook,F,South West Region,A Level or Equivalent,50-60%,0-35,N,30,Business,3.29
2519972,Shannon Stuart,F,West Midlands Region,Lower Than A Level,80-90%,0-35,N,30,Engineering,2.65
2540288,Elizabeth Reed,F,South Region,A Level or Equivalent,50-60%,0-35,N,30,Computer Science,3.15
2540450,Jose Lawrence,M,London Region,A Level or Equivalent,40-50%,35-55,N,30,Law,3.7
2542291,Terry Kelly,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,30,Medical,2.66
2542342,Charles Henderson,F,North Region,Lower Than A Level,10-20,0-35,N,30,Law,3.97
2555098,Eric Ballard,F,North Western Region,Lower Than A Level,10-20,0-35,Y,30,Business,3.53
2561971,Michael Jackson,F,South West Region,A Level or Equivalent,30-40%,35-55,N,30,Computer Science,3.53
2591672,Melissa Johnston,F,London Region,A Level or Equivalent,10-20,35-55,N,30,Computer Science,2.31
2599817,Andrew Clark,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,30,Engineering,2.81
2621695,Jesse Ramos,F,South East Region,Lower Than A Level,30-40%,0-35,N,30,Law,3.2
2638532,Robert Gordon,M,South West Region,A Level or Equivalent,40-50%,35-55,N,30,Fine Arts,2.22
2643122,Tyler Savage,F,South West Region,Lower Than A Level,30-40%,0-35,N,30,Engineering,2.15
2649341,Adam Cross,F,West Midlands Region,Lower Than A Level,50-60%,35-55,N,30,Computer Science,3.41
2653027,Alexander Gonzalez,F,London Region,Lower Than A Level,10-20,0-35,N,30,Law,2.89
2656100,Mark Steele,F,East Anglian Region,Lower Than A Level,60-70%,0-35,Y,30,Medical,3.27
2670570,Richard Robinson,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,30,Medical,2.2
2673510,Emily Simon,F,East Midlands Region,Lower Than A Level,20-30%,35-55,N,30,Computer Science,2.73
2674822,Donald Edwards,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,30,Business,3.07
2679386,John Mcclain,F,South Region,A Level or Equivalent,10-20,35-55,N,30,Engineering,3.87
2679694,Elizabeth Garcia,F,South West Region,A Level or Equivalent,30-40%,35-55,N,30,Computer Science,2.66
24186,Bryan Rivas,F,Yorkshire Region,Lower Than A Level,10-20,0-35,Y,30,Law,2.57
29985,Steven Stevens,F,South Region,Lower Than A Level,20-30%,0-35,N,30,Computer Science,3.49
31107,Wanda Cruz,M,South West Region,Lower Than A Level,40-50%,35-55,N,30,Business,3.77
38187,Mary Manning,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,30,Medical,3.32
41414,Cindy Mercer,F,West Midlands Region,Lower Than A Level,0-10%,0-35,Y,30,Computer Science,2.82
49123,Margaret King,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,30,Computer Science,2.33
64901,Matthew Sosa,M,London Region,Lower Than A Level,10-20,35-55,N,30,Business,3.72
81754,Wayne Mcguire,F,North Western Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,2.76
96423,Lynn Watts,F,South East Region,Lower Than A Level,90-100%,0-35,N,30,Law,3.68
109772,Kelly Bridges,F,South Region,A Level or Equivalent,30-40%,0-35,N,30,Law,3.36
112441,Crystal Farrell,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,30,Music,2.68
116319,Shari Rice,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,30,Engineering,3.47
117969,Evelyn Allen,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,30,Music,2.33
118474,Cynthia Bauer,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,60,Engineering,2.07
119444,Haley Garcia MD,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,30,Graphic Design,2.16
120611,Emily Peterson DDS,M,South Region,A Level or Equivalent,20-30%,35-55,N,30,Computer Science,3.34
122337,Donna Roberts,F,London Region,Lower Than A Level,70-80%,35-55,N,30,Computer Science,3.06
124944,Teresa Garcia,M,North Western Region,HE Qualification,50-60%,35-55,N,30,Medical,2.0
131820,William Mendez,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,30,Engineering,3.96
133068,Daniel Payne,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,60,Medical,2.48
134123,Lisa Moore,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,30,Law,3.54
139329,Isabella Smith,F,East Anglian Region,Lower Than A Level,30-40%,0-35,Y,60,Medical,3.87
145388,Shawna Miller,F,North Western Region,Lower Than A Level,50-60%,0-35,N,30,Medical,3.7
146192,Scott Wilson,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Computer Science,2.33
152671,Melanie Wagner,F,North Region,A Level or Equivalent,40-50%,35-55,N,30,Business,3.86
159571,Anne Reeves,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,30,Medical,3.26
160479,Marie Roach,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,30,Business,3.1
160945,William Nguyen,F,East Anglian Region,HE Qualification,30-40%,0-35,N,30,Business,3.18
164211,Douglas Stone,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,30,Law,2.91
164451,Kelly Roach,F,North Region,Lower Than A Level,20-30%,0-35,N,90,Medical,3.31
165898,Jeffrey Garcia,F,South West Region,Lower Than A Level,20-30%,0-35,Y,30,Medical,2.42
168845,Willie Gray,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,30,Literature,3.31
178935,Nicholas Sullivan,F,London Region,Lower Than A Level,60-70%,35-55,N,30,Business,2.74
184137,Sara Pitts,F,South Region,A Level or Equivalent,50-60%,0-35,N,30,Business,2.35
191235,Juan Baker,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,30,Philosophy,3.13
198315,Casey Lane Jr.,F,South Region,A Level or Equivalent,90-100%,35-55,Y,60,Literature,2.46
203963,Curtis Williams,F,London Region,Lower Than A Level,80-90%,35-55,N,30,Medical,2.0
204550,Terry Carpenter,F,South Region,Lower Than A Level,30-40%,35-55,N,30,Medical,3.27
204738,Julia Johnson,M,North Western Region,HE Qualification,0-10%,35-55,N,90,Business,2.16
233461,Heather Weiss,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,30,Computer Science,3.15
245802,David Love,F,South East Region,A Level or Equivalent,10-20,35-55,Y,30,Engineering,3.43
254417,Robin Erickson,M,London Region,Lower Than A Level,90-100%,35-55,N,30,Medical,2.95
261342,Jordan Allen,M,North Western Region,Lower Than A Level,10-20,0-35,N,30,Engineering,2.75
278962,Megan May,F,London Region,Lower Than A Level,10-20,0-35,N,30,Engineering,3.71
279839,Tammy Miller,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,30,Business,3.43
282388,Daniel Krause,M,East Midlands Region,Lower Than A Level,60-70%,35-55,N,30,Law,2.59
282962,Crystal Hanson,M,West Midlands Region,Lower Than A Level,40-50%,0-35,Y,30,Medical,3.06
283035,Mark Downs,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,30,History,3.33
285193,Olivia Castaneda,F,West Midlands Region,Lower Than A Level,10-20,0-35,Y,30,Law,3.94
285223,Jeffrey Wallace,F,South Region,Lower Than A Level,90-100%,0-35,N,30,Computer Science,3.2
285861,David Nelson,F,North Western Region,Lower Than A Level,40-50%,35-55,N,30,Engineering,2.49
299536,Ashley Valdez,F,South West Region,Lower Than A Level,50-60%,0-35,Y,30,Theater,3.03
301498,Eric Phillips,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,30,Fine Arts,3.36
304106,Traci Adams,M,South Region,A Level or Equivalent,40-50%,35-55,Y,30,Engineering,3.27
305792,Carmen Robinson,F,South Region,A Level or Equivalent,20-30%,35-55,N,30,Engineering,2.28
324773,Daniel Hernandez,F,South East Region,A Level or Equivalent,50-60%,35-55,N,30,Law,3.75
344098,Benjamin Boyd,F,South West Region,A Level or Equivalent,0-10%,0-35,N,30,Business,3.45
345737,Jessica Phillips,F,London Region,A Level or Equivalent,10-20,35-55,Y,60,Fine Arts,3.1
345881,Richard Thomas,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,Computer Science,2.29
350473,Keith Ward,F,West Midlands Region,A Level or Equivalent,10-20,0-35,Y,30,Medical,3.83
359645,Justin Johnson,F,South East Region,Lower Than A Level,90-100%,0-35,N,30,Computer Science,3.43
365084,Melissa Jacobs,F,South Region,A Level or Equivalent,30-40%,35-55,N,30,Business,3.43
366371,Brent Smith,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N,30,Engineering,3.68
366771,Thomas Thomas,M,North Western Region,A Level or Equivalent,90-100%,0-35,N,30,Computer Science,2.38
372837,Christopher Diaz,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,30,Literature,2.43
374266,Angela Zimmerman,F,South Region,Lower Than A Level,40-50%,0-35,N,30,Business,3.57
380238,Jo Taylor,F,South Region,Lower Than A Level,80-90%,0-35,Y,30,Medical,2.78
380894,Joseph Fox,F,South Region,A Level or Equivalent,40-50%,35-55,N,30,Law,3.37
384035,Jessica French,F,South East Region,A Level or Equivalent,40-50%,0-35,N,30,Medical,3.65
385228,Craig Navarro,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,30,Law,3.51
387294,Bruce Greene,F,North Region,Lower Than A Level,60-70%,35-55,N,30,Music,3.56
391937,Roberto Ochoa,F,South West Region,A Level or Equivalent,60-70%,35-55,N,30,Law,2.93
393682,Jessica Rodriguez,F,London Region,A Level or Equivalent,0-10%,0-35,N,30,Business,2.14
394024,Vicki Atkins,F,South Region,Lower Than A Level,90-100%,35-55,N,30,Computer Science,3.76
398029,Susan Brown,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,30,Law,2.97
399120,Christopher Graham,F,London Region,Lower Than A Level,20-30%,0-35,N,30,Law,3.04
401909,Shawn Crawford,F,London Region,Lower Than A Level,10-20,35-55,Y,30,History,2.82
406751,Julie Jones,F,South Region,Lower Than A Level,30-40%,35-55,Y,30,Computer Science,3.29
411546,Tiffany Jackson,F,South East Region,Lower Than A Level,50-60%,0-35,N,60,Philosophy,3.28
414668,Morgan Mason,M,South Region,A Level or Equivalent,70-80%,0-35,N,30,Medical,3.59
414696,Christopher Orr,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N,30,Computer Science,3.87
415399,Tiffany Martinez,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,Law,3.07
415818,Craig Sanchez,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,30,Theater,3.62
417096,William Johnson Jr.,F,South East Region,Lower Than A Level,60-70%,35-55,N,30,Business,2.77
425257,Laurie Page DVM,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,30,Law,2.76
426547,Teresa Collins,F,South Region,A Level or Equivalent,40-50%,35-55,Y,30,Computer Science,3.77
441791,Christopher Ponce,M,London Region,Lower Than A Level,50-60%,35-55,N,30,Computer Science,2.15
442561,Stacy Reid,F,South East Region,A Level or Equivalent,30-40%,35-55,N,30,Business,2.26
442618,Jennifer Rodriguez,F,South Region,A Level or Equivalent,80-90%,0-35,N,30,Business,2.1
442877,Sara Miller,F,South East Region,Lower Than A Level,40-50%,35-55,Y,30,Computer Science,2.55
442949,Matthew Rios,M,South Region,Lower Than A Level,40-50%,0-35,N,30,Law,2.04
443387,Rachel Johnston,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,30,Engineering,2.98
447475,Stephen Jones,F,East Midlands Region,Lower Than A Level,40-50%,35-55,N,30,Computer Science,3.48
469284,Mrs. Sharon Valentine,M,London Region,A Level or Equivalent,20-30%,0-35,N,30,Business,2.52
472511,Jose Wu,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,30,Engineering,3.4
480086,Joyce Perkins,F,South West Region,Lower Than A Level,40-50%,0-35,N,30,Business,3.79
480590,Mitchell Wagner,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,30,Law,3.92
481762,Duane Kim,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,2.72
482677,Joseph Jones,F,South East Region,Lower Than A Level,70-80%,0-35,N,60,Law,2.41
483582,Rebecca Montgomery DDS,M,South East Region,Lower Than A Level,60-70%,0-35,N,30,Law,2.61
485448,Grace Hall,F,South West Region,Lower Than A Level,40-50%,0-35,N,30,Computer Science,3.37
486279,Jennifer Glover,M,South West Region,Lower Than A Level,30-40%,0-35,N,30,Business,2.09
487278,Lauren Clark,M,West Midlands Region,Lower Than A Level,70-80%,0-35,N,60,Medical,2.64
488445,Tracy Reed,F,South East Region,Lower Than A Level,90-100%,35-55,N,30,Medical,3.35
491474,Brittany Jones,M,South West Region,Lower Than A Level,60-70%,0-35,N,30,Business,3.18
491607,William Cortez,F,South West Region,A Level or Equivalent,50-60%,0-35,N,30,Medical,3.37
492909,Paige Nash,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,30,Fine Arts,2.42
495976,Virginia Richardson,F,South East Region,Lower Than A Level,70-80%,35-55,N,30,Theater,3.01
496978,Cassandra Mcfarland,F,North Western Region,Lower Than A Level,50-60%,0-35,N,90,Computer Science,2.75
497619,Tom Johnson,F,London Region,Lower Than A Level,10-20,0-35,N,60,Computer Science,3.56
501755,David Gonzalez,M,South Region,Lower Than A Level,80-90%,0-35,N,30,Business,3.55
501755,David Gonzalez,M,South Region,Lower Than A Level,80-90%,0-35,N,30,Law,3.17
502182,Brittany Deleon,F,South Region,Lower Than A Level,50-60%,0-35,N,30,Business,3.04
502709,Richard Guzman,M,East Anglian Region,HE Qualification,30-40%,35-55,N,30,Medical,2.99
502763,Laura Richardson,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,60,Computer Science,3.58
503201,Brian Robinson,M,North Western Region,Lower Than A Level,30-40%,0-35,N,30,Literature,3.7
506533,Alyssa Williams,F,North Western Region,Lower Than A Level,0-10%,35-55,Y,60,Music,3.48
507334,Natalie Moreno,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,30,Medical,3.53
508573,Douglas Hernandez,F,South West Region,Lower Than A Level,30-40%,35-55,N,60,Medical,3.77
508924,Jennifer Decker,F,East Anglian Region,HE Qualification,80-90%,35-55,N,30,Medical,3.06
510874,David Clark,F,North Western Region,A Level or Equivalent,80-90%,35-55,N,30,Law,2.97
511228,Andrea Harrison,F,South East Region,Lower Than A Level,90-100%,35-55,Y,30,Computer Science,3.45
511492,Diane Patel,F,South East Region,Lower Than A Level,60-70%,0-35,N,60,Medical,2.63
515051,Michele Martinez,F,London Region,Lower Than A Level,10-20,0-35,N,30,Computer Science,3.76
518145,Renee Moses,F,West Midlands Region,Lower Than A Level,40-50%,35-55,Y,30,Computer Science,3.89
518661,Kelly Perry,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,30,Literature,3.04
519910,Blake Wright,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,30,Engineering,3.58
521644,Angela Blair,F,London Region,HE Qualification,20-30%,35-55,N,30,Law,2.11
523427,Andrew Thomas,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,30,Medical,3.12
532441,Lori Campbell,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,30,Medical,2.03
532473,Kayla Smith,F,London Region,Lower Than A Level,10-20,0-35,Y,30,Engineering,2.46
533054,Leslie Mills,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,60,Business,3.3
538918,Martha Munoz,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N,30,Business,3.27
541044,Johnny Smith,F,East Anglian Region,Lower Than A Level,90-100%,0-35,N,30,Business,3.9
541890,Lori Anderson DDS,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,N,30,Business,4.0
543910,Tommy Smith,F,South Region,Lower Than A Level,90-100%,0-35,N,30,Medical,3.5
545665,Katherine Holloway,F,South West Region,A Level or Equivalent,20-30%,35-55,Y,60,Computer Science,3.22
547155,Melissa Johnson,F,East Anglian Region,No Formal quals,60-70%,0-35,N,60,Business,2.86
549603,Katherine Church,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N,30,Business,2.07
550515,Kathryn Myers,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,30,Fine Arts,3.26
550662,Louis Boyd,F,North Western Region,Lower Than A Level,50-60%,35-55,N,30,Engineering,2.97
550758,Michelle Bailey,F,South West Region,A Level or Equivalent,80-90%,0-35,Y,90,Business,2.04
551562,Nathan Marquez,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,Medical,3.97
552486,Katrina Hoffman,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,30,Business,2.91
552509,Jacob Flores,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,30,History,2.03
553640,Stephanie Smith,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,30,Law,3.33
556406,Jeremy Walton,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,30,Business,2.1
556463,Adam Williams,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,30,Music,2.88
561441,Christopher Ayala,F,South Region,Lower Than A Level,40-50%,35-55,N,60,Medical,3.89
562628,Robyn Rodriguez,F,South Region,Lower Than A Level,60-70%,35-55,N,30,Engineering,2.92
563301,Caroline Weber,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,30,Theater,3.45
566818,Thomas Rodriguez,F,London Region,Lower Than A Level,30-40%,0-35,Y,30,Computer Science,3.74
568572,Cindy Alvarez,M,London Region,A Level or Equivalent,60-70%,35-55,N,90,Computer Science,3.68
568863,Jeffrey Ramos,M,South West Region,A Level or Equivalent,60-70%,35-55,N,30,Law,3.92
569093,Thomas Lopez,F,South Region,A Level or Equivalent,80-90%,0-35,N,30,Law,3.78
571089,Maria Jones,F,North Western Region,Lower Than A Level,30-40%,35-55,N,30,Music,3.12
573834,Justin Williams,F,South West Region,A Level or Equivalent,70-80%,0-35,Y,30,Engineering,2.67
575199,Loretta Smith,F,North Western Region,Lower Than A Level,,0-35,N,30,Engineering,2.96
575217,Crystal Mendoza,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,30,Fine Arts,3.16
575324,Pamela Ayala,M,North Western Region,Lower Than A Level,50-60%,0-35,N,60,Medical,3.25
575693,Mike Bell,F,London Region,A Level or Equivalent,70-80%,0-35,N,30,Music,2.3
575709,Anne Johnson,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,30,Computer Science,3.83
576416,James Smith,F,London Region,Lower Than A Level,0-10%,0-35,N,30,Literature,3.69
576658,Benjamin Morrison,F,East Midlands Region,Lower Than A Level,80-90%,35-55,N,90,Business,2.89
577000,Bradley Burns,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,60,Engineering,3.98
577136,Angel Cook,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,30,Law,3.6
577275,Jennifer Evans,F,North Western Region,HE Qualification,20-30%,35-55,Y,90,Law,2.54
577474,Claudia Miller,F,London Region,Lower Than A Level,50-60%,35-55,N,120,Music,3.25
577792,Kellie Griffin,F,South West Region,Lower Than A Level,50-60%,35-55,N,30,Medical,3.11
578389,Katrina Dixon,M,South West Region,A Level or Equivalent,60-70%,0-35,N,30,Medical,2.23
